Mod:Item:MetaData, Localized Name
mineralogy:sulfur_block, Sulfur
mineralogy:basaltic_glass, Basaltic Glass
mineralogy:andesite_relief_plus, Andesite Plus Relief
mineralogy:phosphorous_dust, Phosphorous Powder
mineralogy:gneiss_smooth_slab, Gneiss Polished Slab
mineralogy:basalt_brick_stairs, Basalt Brick Stairs
mineralogy:scoria_wall, Scoria Wall
mineralogy:hornfels_smooth_brick, Hornfels Polished Brick
mineralogy:rhyolite_relief_axe, Rhyolite Axe Relief
mineralogy:basaltic_glass_relief_hammer, Basaltic Glass Hammer Relief
mineralogy:basaltic_glass_relief_left, Basaltic Glass Left Relief
mineralogy:peridotite_furnace, Peridotite Furnace
mineralogy:nitrate_ore, Nitrate Ore
mineralogy:schist_smooth_brick_wall, Schist Polished Brick Wall
mineralogy:amphibolite_stairs, Amphibolite Stairs
mineralogy:tuff_smooth_brick_furnace, Tuff Polished Brick Furnace
mineralogy:limestone_relief_hoe, Limestone Hoe Relief
mineralogy:schist_relief_right, Schist Right Relief
mineralogy:hornfels_stairs, Hornfels Stairs
mineralogy:novaculite_brick_stairs, Novaculite Brick Stairs
mineralogy:siltstone_relief_right, Siltstone Right Relief
mineralogy:schist_smooth_brick_stairs, Schist Polished Brick Stairs
mineralogy:gneiss_smooth_furnace, Gneiss Polished Furnace
mineralogy:diorite_brick_stairs, Diorite Brick Stairs
mineralogy:basalt_smooth_brick_wall, Basalt Polished Brick Wall
mineralogy:rhyolite_wall, Rhyolite Wall
mineralogy:tuff_smooth, Polished Tuff
mineralogy:amphibolite_wall, Amphibolite Wall
mineralogy:limestone_smooth_wall, Limestone Polished Wall
mineralogy:quartzite_brick_slab, Quartzite Brick Slab
mineralogy:drywall_green, Green Drywall
mineralogy:gabbro_relief_horizontal, Gabbro Horizontal Relief
mineralogy:basaltic_glass_relief_cross, Basaltic Glass Cross Relief
mineralogy:shale_smooth_stairs, Shale Polished Stairs
mineralogy:shale_smooth_brick_stairs, Shale Polished Brick Stairs
mineralogy:scoria_smooth_brick_furnace, Scoria Polished Brick Furnace
mineralogy:pegmatite_smooth_slab, Pegmatite Polished Slab
mineralogy:siltstone_relief_hammer, Siltstone Hammer Relief
mineralogy:novaculite_relief_sword, Novaculite Sword Relief
mineralogy:quartzite_smooth_wall, Quartzite Polished Wall
mineralogy:diorite_relief_horizontal, Diorite Horizontal Relief
mineralogy:amphibolite_smooth_brick_stairs, Amphibolite Polished Brick Stairs
mineralogy:novaculite_smooth_furnace, Novaculite Polished Furnace
mineralogy:slate_smooth, Polished Slate
mineralogy:andesite_smooth_brick_wall, Andesite Polished Brick Wall
mineralogy:marble_smooth_brick, Marble Polished Brick
mineralogy:marble_brick_slab, Marble Brick Slab
mineralogy:phyllite_relief_hammer, Phyllite Hammer Relief
mineralogy:basalt_smooth_furnace, Basalt Polished Furnace
mineralogy:hornfels_smooth_furnace, Hornfels Polished Furnace
mineralogy:hornfels_brick_wall, Hornfels Brick Wall
mineralogy:limestone_stairs, Limestone Stairs
mineralogy:gabbro_relief_blank, Gabbro Blank Relief
mineralogy:gneiss_brick_slab, Gneiss Brick Slab
mineralogy:andesite_brick_wall, Andesite Brick Wall
mineralogy:shale_relief_cross, Shale Cross Relief
mineralogy:shale_relief_hoe, Shale Hoe Relief
mineralogy:conglomerate_smooth_brick, Conglomerate Polished Brick
mineralogy:conglomerate_smooth_stairs, Conglomerate Polished Stairs
mineralogy:rhyolite_relief_cross, Rhyolite Cross Relief
mineralogy:scoria_relief_pickaxe, Scoria Pickaxe Relief
mineralogy:granite_relief_hoe, Granite Hoe Relief
mineralogy:conglomerate_brick_wall, Conglomerate Brick Wall
mineralogy:phosphorous_ore, Phosphorous Ore
mineralogy:conglomerate_relief_left, Conglomerate Left Relief
mineralogy:amphibolite_relief_vertical, Amphibolite Vertical Relief
mineralogy:basalt_smooth_brick, Basalt Polished Brick
mineralogy:diorite_smooth_brick_stairs, Diorite Polished Brick Stairs
mineralogy:tuff_smooth_brick, Tuff Polished Brick
mineralogy:siltstone_smooth_brick_slab, Siltstone Polished Brick Slab
mineralogy:gneiss_brick_stairs, Gneiss Brick Stairs
mineralogy:schist_relief_blank, Schist Blank Relief
mineralogy:amphibolite_relief_sword, Amphibolite Sword Relief
mineralogy:quartzite_relief_horizontal, Quartzite Horizontal Relief
mineralogy:chalk_dust, Chalk Powder
mineralogy:rhyolite_smooth_slab, Rhyolite Polished Slab
mineralogy:dolomite_smooth_brick_stairs, Dolomite Polished Brick Stairs
mineralogy:dolomite_relief_hammer, Dolomite Hammer Relief
mineralogy:conglomerate_smooth_wall, Conglomerate Polished Wall
mineralogy:slate_wall, Slate Wall
mineralogy:shale_relief_horizontal, Shale Horizontal Relief
mineralogy:marble_brick, Marble Brick
mineralogy:basalt_relief_axe, Basalt Axe Relief
mineralogy:novaculite_brick, Novaculite Brick
mineralogy:limestone_relief_i, Limestone I Relief
mineralogy:scoria_relief_horizontal, Scoria Horizontal Relief
mineralogy:gneiss_smooth_stairs, Gneiss Polished Stairs
mineralogy:marble_relief_sword, Marble Sword Relief
mineralogy:limestone_brick_stairs, Limestone Brick Stairs
mineralogy:granite_relief_axe, Granite Axe Relief
mineralogy:gneiss_furnace, Gneiss Furnace
mineralogy:gabbro_wall, Gabbro Wall
mineralogy:gneiss_smooth_brick, Gneiss Polished Brick
mineralogy:phyllite_smooth_stairs, Phyllite Polished Stairs
mineralogy:shale_slab, Shale Slab
mineralogy:rock_salt_smooth_slab, Rock Salt Polished Slab
mineralogy:limestone_smooth_slab, Limestone Polished Slab
mineralogy:diorite, Diorite
mineralogy:limestone_furnace, Limestone Furnace
mineralogy:tuff_stairs, Tuff Stairs
mineralogy:pegmatite_slab, Pegmatite Slab
mineralogy:quartzite_smooth_slab, Quartzite Polished Slab
mineralogy:novaculite_smooth_brick, Novaculite Polished Brick
mineralogy:rock_salt_relief_left, Rock Salt Left Relief
mineralogy:marble_slab, Marble Slab
mineralogy:gabbro_smooth, Polished Gabbro
mineralogy:rock_salt_smooth, Polished Rock Salt
mineralogy:rock_salt_smooth_brick_stairs, Rock Salt Polished Brick Stairs
mineralogy:dolomite_relief_hoe, Dolomite Hoe Relief
mineralogy:andesite_brick_slab, Andesite Brick Slab
mineralogy:granite_smooth, Polished Granite
mineralogy:hornfels_relief_sword, Hornfels Sword Relief
mineralogy:basaltic_glass_smooth_brick_wall, Basaltic Glass Polished Brick Wall
mineralogy:rhyolite_relief_horizontal, Rhyolite Horizontal Relief
mineralogy:peridotite_relief_left, Peridotite Left Relief
mineralogy:diabase_relief_left, Diabase Left Relief
mineralogy:rhyolite_relief_left, Rhyolite Left Relief
mineralogy:scoria_relief_axe, Scoria Axe Relief
mineralogy:peridotite_smooth_brick_wall, Peridotite Polished Brick Wall
mineralogy:shale_relief_hammer, Shale Hammer Relief
mineralogy:tuff_smooth_brick_wall, Tuff Polished Brick Wall
mineralogy:conglomerate_brick, Conglomerate Brick
mineralogy:gabbro_relief_plus, Gabbro Plus Relief
mineralogy:limestone_smooth_brick_slab, Limestone Polished Brick Slab
mineralogy:phyllite_relief_right, Phyllite Right Relief
mineralogy:conglomerate_smooth_slab, Conglomerate Polished Slab
mineralogy:diabase_smooth_brick_furnace, Diabase Polished Brick Furnace
mineralogy:gabbro_relief_right, Gabbro Right Relief
mineralogy:dolomite_stairs, Dolomite Stairs
mineralogy:amphibolite_smooth_furnace, Amphibolite Polished Furnace
mineralogy:gabbro_smooth_brick, Gabbro Polished Brick
mineralogy:dolomite_smooth, Polished Dolomite
mineralogy:diorite_smooth_slab, Diorite Polished Slab
mineralogy:marble_relief_plus, Marble Plus Relief
mineralogy:drywall_black, Black Drywall
mineralogy:slate_relief_axe, Slate Axe Relief
mineralogy:amphibolite_smooth_brick_furnace, Amphibolite Polished Brick Furnace
mineralogy:basaltic_glass_smooth_slab, Basaltic Glass Polished Slab
mineralogy:amphibolite_smooth_stairs, Amphibolite Polished Stairs
mineralogy:sulfur_ore, Sulfur Ore
mineralogy:tuff_smooth_slab, Tuff Polished Slab
mineralogy:shale_relief_axe, Shale Axe Relief
mineralogy:tuff_relief_left, Tuff Left Relief
mineralogy:diorite_brick_slab, Diorite Brick Slab
mineralogy:rock_salt_smooth_stairs, Rock Salt Polished Stairs
mineralogy:conglomerate_smooth_brick_wall, Conglomerate Polished Brick Wall
mineralogy:siltstone_smooth_stairs, Siltstone Polished Stairs
mineralogy:conglomerate_relief_sword, Conglomerate Sword Relief
mineralogy:basaltic_glass_relief_right, Basaltic Glass Right Relief
mineralogy:rock_salt_slab, Rock Salt Slab
mineralogy:basaltic_glass_relief_pickaxe, Basaltic Glass Pickaxe Relief
mineralogy:slate_furnace, Slate Furnace
mineralogy:schist_smooth_wall, Schist Polished Wall
mineralogy:rock_salt_brick_slab, Rock Salt Brick Slab
mineralogy:shale, Shale
mineralogy:dolomite_smooth_stairs, Dolomite Polished Stairs
mineralogy:quartzite_wall, Quartzite Wall
mineralogy:novaculite_relief_vertical, Novaculite Vertical Relief
mineralogy:slate_smooth_brick_furnace, Slate Polished Brick Furnace
mineralogy:rhyolite_relief_right, Rhyolite Right Relief
mineralogy:peridotite_smooth, Polished Peridotite
mineralogy:quartzite_smooth, Polished Quartzite
mineralogy:quartzite_relief_vertical, Quartzite Vertical Relief
mineralogy:granite_stairs, Granite Stairs
mineralogy:rhyolite_relief_hoe, Rhyolite Hoe Relief
mineralogy:peridotite_smooth_slab, Peridotite Polished Slab
mineralogy:phyllite_stairs, Phyllite Stairs
mineralogy:nitrate_block, Nitrate
mineralogy:scoria_smooth_stairs, Scoria Polished Stairs
mineralogy:dolomite_smooth_brick_slab, Dolomite Polished Brick Slab
mineralogy:diabase_smooth_slab, Diabase Polished Slab
mineralogy:tuff_relief_hammer, Tuff Hammer Relief
mineralogy:quartzite_relief_sword, Quartzite Sword Relief
mineralogy:rock_salt_smooth_brick_slab, Rock Salt Polished Brick Slab
mineralogy:pegmatite_smooth_brick_wall, Pegmatite Polished Brick Wall
mineralogy:basalt_smooth, Polished Basalt
mineralogy:diorite_relief_left, Diorite Left Relief
mineralogy:basalt, Basalt
mineralogy:basalt_relief_left, Basalt Left Relief
mineralogy:diorite_smooth_furnace, Diorite Polished Furnace
mineralogy:diabase_relief_blank, Diabase Blank Relief
mineralogy:quartzite_brick_furnace, Quartzite Brick Furnace
mineralogy:dolomite_brick_stairs, Dolomite Brick Stairs
mineralogy:granite_brick_furnace, Granite Brick Furnace
mineralogy:basaltic_glass_brick_wall, Basaltic Glass Brick Wall
mineralogy:rock_salt_relief_vertical, Rock Salt Vertical Relief
mineralogy:andesite_relief_sword, Andesite Sword Relief
mineralogy:tuff_smooth_furnace, Tuff Polished Furnace
mineralogy:dolomite_relief_pickaxe, Dolomite Pickaxe Relief
mineralogy:slate_smooth_brick_slab, Slate Polished Brick Slab
mineralogy:tuff_relief_right, Tuff Right Relief
mineralogy:schist_brick_wall, Schist Brick Wall
mineralogy:rhyolite_brick, Rhyolite Brick
mineralogy:siltstone_smooth, Polished Siltstone
mineralogy:amphibolite_furnace, Amphibolite Furnace
mineralogy:basaltic_glass_relief_axe, Basaltic Glass Axe Relief
mineralogy:granite_smooth_stairs, Granite Polished Stairs
mineralogy:rhyolite_smooth, Polished Rhyolite
mineralogy:conglomerate_smooth_furnace, Conglomerate Polished Furnace
mineralogy:scoria_relief_hoe, Scoria Hoe Relief
mineralogy:schist_brick_furnace, Schist Brick Furnace
mineralogy:granite_slab, Granite Slab
mineralogy:slate_relief_sword, Slate Sword Relief
mineralogy:amphibolite_slab, Amphibolite Slab
mineralogy:quartzite_relief_right, Quartzite Right Relief
mineralogy:diorite_brick_wall, Diorite Brick Wall
mineralogy:quartzite_brick_wall, Quartzite Brick Wall
mineralogy:peridotite_smooth_furnace, Peridotite Polished Furnace
mineralogy:tuff_relief_horizontal, Tuff Horizontal Relief
mineralogy:dolomite_brick_wall, Dolomite Brick Wall
mineralogy:slate_smooth_slab, Slate Polished Slab
mineralogy:basaltic_glass_slab, Basaltic Glass Slab
mineralogy:drywall_brown, Brown Drywall
mineralogy:shale_furnace, Shale Furnace
mineralogy:gneiss_relief_horizontal, Gneiss Horizontal Relief
mineralogy:shale_relief_blank, Shale Blank Relief
mineralogy:hornfels_smooth_wall, Hornfels Polished Wall
mineralogy:andesite_smooth, Polished Andesite
mineralogy:sulfur_dust, Sulfur Powder
mineralogy:diorite_smooth_stairs, Diorite Polished Stairs
mineralogy:tuff_relief_vertical, Tuff Vertical Relief
mineralogy:slate_relief_left, Slate Left Relief
mineralogy:conglomerate_relief_blank, Conglomerate Blank Relief
mineralogy:rock_salt_relief_right, Rock Salt Right Relief
mineralogy:hornfels_brick_slab, Hornfels Brick Slab
mineralogy:peridotite_relief_blank, Peridotite Blank Relief
mineralogy:gabbro_relief_axe, Gabbro Axe Relief
